,Amount Correct Local,Amount Correct Noise,Amount Total Local,Amount Total Noise,Epochs,Name,Total Percent Correct,Unnamed: 0
0,1035.0,1523.0,1036.0,1524.0,10.0,39.5089--119.836601,0.99921875,1.0
1,1052.0,1506.0,1052.0,1508.0,5.0,33.260201--116.322304,0.99921875,2.0
2,978.0,1452.0,978.0,1454.0,5.0,19.480289--154.888565,0.9991776316,3.0
3,904.0,1526.0,904.0,1528.0,5.0,20.125248--155.777374,0.9991776316,4.0
4,397.0,754.0,397.0,755.0,10.0,AmatriceQuakes,0.9991319444444444,5.0
5,938.0,1491.0,940.0,1492.0,5.0,32.891998--116.422302,0.9987664474,6.0
6,701.0,66.0,702.0,66.0,10.0,18.468--67.111099,0.9986979167,7.0
7,992.0,542.0,993.0,543.0,10.0,19.372066--155.45723-minmag1,0.9986979166666666,8.0
8,1093.0,1463.0,1094.0,1466.0,10.0,33.599991--117.195427,0.9984375,9.0
9,1103.0,1453.0,1105.0,1455.0,10.0,19.493172--155.386017-minmag1,0.9984375,10.0
10,1115.0,1313.0,1117.0,1315.0,5.0,33.144199--116.119301,0.9983552632,11.0
11,1142.0,1413.0,1144.0,1416.0,5.0,33.210098--116.409103,0.998046875,12.0
12,1024.0,1531.0,1027.0,1533.0,10.0,33.495499--116.583397-minmag1,0.998046875,13.0
13,1058.0,986.0,1059.0,989.0,5.0,32.820301--117.056702,0.998046875,14.0
14,1120.0,1562.0,1120.0,1568.0,5.0,33.495499--116.583397,0.9977678571,15.0
15,1124.0,1555.0,1128.0,1560.0,5.0,33.509701--116.561501,0.9966517857,16.0
16,878.0,1418.0,883.0,1421.0,5.0,33.6688--116.672997,0.9965277778,17.0
17,145.0,1513.0,148.0,1516.0,5.0,-31.203699--71.000298,0.9963942308,18.0
18,425.0,1360.0,429.0,1363.0,5.0,39.539101--119.813797,0.99609375,19.0
19,112.0,1418.0,116.0,1420.0,10.0,-33.391899--70.738098-minmag1,0.99609375,20.0
20,379.0,1405.0,383.0,1409.0,10.0,-32.763699--70.550797,0.9955357143,21.0
21,676.0,88.0,676.0,92.0,10.0,18.4709--66.740303-minmag1,0.9947916666666666,22.0
22,140.0,1387.0,149.0,1387.0,10.0,38.290901--92.268402,0.994140625,23.0
23,243.0,1283.0,250.0,1286.0,10.0,-33.391899--70.738098,0.9934895833,24.0
24,997.0,1291.0,1008.0,1296.0,10.0,33.210098--116.409103-minmag1,0.9930555555555556,25.0
25,887.0,1401.0,892.0,1412.0,10.0,33.029999--116.085297-minmag1,0.9930555555555556,26.0
26,192.0,1333.0,198.0,1338.0,10.0,-28.204599--71.073898,0.9928385417,27.0
27,370.0,1155.0,378.0,1158.0,10.0,37.672501--113.071487,0.9928385417,28.0
28,106.0,1419.0,113.0,1423.0,10.0,-18.3708--70.341904-minmag1,0.9928385416666666,29.0
29,347.0,923.0,354.0,926.0,5.0,-30.172701--70.799301,0.9921875,30.0
30,138.0,116.0,138.0,118.0,10.0,41.195831--111.941673,0.9921875,31.0
31,121.0,1401.0,124.0,1412.0,10.0,-33.259102--71.137703-minmag1,0.9908854166666666,32.0
32,136.0,1385.0,146.0,1390.0,10.0,-34.7924--70.781403,0.990234375,33.0
33,480.0,1294.0,494.0,1298.0,10.0,48.010799--114.363297,0.9899553571428572,34.0
34,17.0,743.0,24.0,744.0,10.0,SouthAmericaQuakes,0.9895833333333334,35.0
35,410.0,350.0,418.0,350.0,5.0,18.018099--66.022209,0.9895833333333334,36.0
36,136.0,877.0,139.0,885.0,5.0,-33.0229--71.637398,0.9892578125,37.0
37,119.0,134.0,121.0,135.0,10.0,39.155861--111.819458,0.98828125,38.0
38,59.0,1205.0,69.0,1211.0,10.0,-22.95196--68.178757,0.9875,39.0
39,1019.0,1255.0,1032.0,1272.0,5.0,36.956821--97.96302,0.9869791667,40.0
40,186.0,193.0,188.0,196.0,5.0,-35.009899--71.930298,0.9869791667,41.0
41,859.0,1415.0,876.0,1428.0,10.0,37.29977--97.572701,0.9869791667,42.0
42,1084.0,1190.0,1101.0,1203.0,5.0,33.457699--117.170799,0.9869791667,43.0
43,389.0,1379.0,394.0,1398.0,5.0,SouthAmerica,0.9866071428571428,44.0
44,212.0,1303.0,229.0,1307.0,10.0,36.335602--98.193001-minmag1,0.986328125,45.0
45,930.0,1342.0,946.0,1358.0,5.0,33.651501--116.739403,0.9861111111,46.0
46,57.0,1205.0,70.0,1210.0,10.0,44.314999--124.096603-minmag1,0.9859375,47.0
47,371.0,764.0,383.0,769.0,10.0,CaliforniaQuakes,0.9852430555555556,48.0
48,1065.0,1457.0,1088.0,1472.0,5.0,33.5397--116.591698,0.98515625,49.0
49,50.0,1463.0,73.0,1463.0,10.0,44.51466--124.074867-minmag1,0.9850260416666666,50.0
50,118.0,134.0,122.0,134.0,10.0,40.723--111.907173,0.984375,51.0
51,174.0,1338.0,186.0,1350.0,10.0,-35.205399--71.966599,0.984375,52.0
52,130.0,1382.0,146.0,1390.0,10.0,36.807339--97.74765,0.984375,53.0
53,174.0,1337.0,191.0,1345.0,10.0,36.72702--96.5317-minmag1,0.9837239583333334,54.0
54,181.0,1330.0,191.0,1345.0,10.0,-33.308998--71.3908,0.9837239583333334,55.0
55,167.0,1343.0,186.0,1350.0,10.0,-15.447148-167.203232-minmag1,0.9830729166666666,56.0
56,161.0,1348.0,184.0,1352.0,10.0,45.8881--123.960503,0.982421875,57.0
57,891.0,492.0,901.0,507.0,5.0,17.969427--67.04422,0.9822443182,58.0
58,506.0,1505.0,532.0,1516.0,5.0,37.044071--97.764748,0.9819335938,59.0
59,169.0,1339.0,177.0,1359.0,10.0,-33.9967--71.590202,0.9817708333333334,60.0
60,171.0,1337.0,181.0,1355.0,10.0,-35.694698--72.124001,0.9817708333333334,61.0
61,283.0,1476.0,311.0,1481.0,10.0,47.922901--120.894302,0.9815848214,62.0
62,365.0,765.0,383.0,769.0,10.0,OklahomaQuakes,0.9809027777777778,63.0
63,107.0,897.0,121.0,903.0,10.0,35.13258--89.865173,0.98046875,64.0
64,139.0,1115.0,161.0,1119.0,10.0,17.048--61.764999-minmag1,0.9796875,65.0
65,227.0,901.0,242.0,910.0,5.0,46.551701--119.645317,0.9791666667,66.0
66,157.0,1347.0,179.0,1357.0,10.0,-34.401901--72.016098,0.9791666666666666,67.0
67,400.0,1354.0,420.0,1372.0,10.0,-27.5937--70.234703,0.9787946429,68.0
68,153.0,1350.0,168.0,1368.0,10.0,32.94194--97.578613,0.978515625,69.0
69,103.0,1400.0,114.0,1422.0,10.0,-36.405701--72.401299,0.978515625,70.0
70,239.0,1514.0,270.0,1522.0,10.0,47.922901--120.894302-minmag1,0.9782366071428572,71.0
71,260.0,1492.0,299.0,1493.0,10.0,46.277802--124.053596,0.9776785714,72.0
72,1044.0,1456.0,1090.0,1470.0,10.0,33.539902--116.591202,0.9765625,74.0
73,300.0,200.0,308.0,204.0,10.0,-35.009899--71.930298-minmag1,0.9765625,73.0
74,786.0,1464.0,839.0,1465.0,10.0,40.176601--122.788399,0.9765625,76.0
75,814.0,1436.0,841.0,1463.0,10.0,33.539398--116.592201-minmag1,0.9765625,75.0
76,346.0,1528.0,379.0,1541.0,5.0,37.225616--98.06472,0.9760416667,77.0
77,344.0,655.0,350.0,674.0,10.0,PuertoQuakes,0.9755859375,78.0
78,1008.0,1489.0,1043.0,1517.0,10.0,33.539902--116.591202-minmag1,0.975390625,79.0
79,166.0,1332.0,197.0,1339.0,10.0,47.344372--124.28746-minmag1,0.9752604166666666,80.0
80,58.0,1440.0,86.0,1450.0,10.0,-32.558102--70.928902,0.9752604166666666,81.0
81,55.0,1441.0,87.0,1449.0,10.0,35.961155--96.756004,0.9739583333333334,82.0
82,639.0,1105.0,669.0,1123.0,10.0,-33.1436--70.674896,0.9732142857142856,83.0
83,1030.0,1336.0,1052.0,1380.0,5.0,18.979361--155.667892,0.9728618421,84.0
84,118.0,131.0,124.0,132.0,10.0,40.701328--111.866829,0.97265625,85.0
85,1103.0,1385.0,1140.0,1420.0,10.0,18.979361--155.667892-minmag1,0.971875,86.0
86,178.0,1066.0,209.0,1071.0,10.0,33.005699--116.592598-minmag1,0.971875,87.0
87,636.0,110.0,649.0,119.0,5.0,37.136131--97.618317,0.9713541667,88.0
88,1029.0,1456.0,1096.0,1464.0,5.0,37.012882--97.477806,0.970703125,89.0
89,1024.0,1459.0,1079.0,1481.0,5.0,33.539398--116.592201,0.969921875,90.0
90,1017.0,1465.0,1061.0,1499.0,10.0,33.260201--116.322304-minmag1,0.96953125,91.0
91,873.0,1360.0,914.0,1390.0,10.0,37.123501--98.095131,0.9691840278,92.0
92,66.0,182.0,70.0,186.0,10.0,-36.773102--73.209702,0.96875,93.0
93,854.0,1376.0,897.0,1407.0,10.0,37.123501--98.095131-minmag1,0.9678819444444444,94.0
94,1028.0,1202.0,1081.0,1223.0,10.0,19.460171--155.27533-minmag1,0.9678819444444444,95.0
95,935.0,56.0,946.0,78.0,10.0,37.153419--97.758972,0.9677734375,96.0
96,66.0,1420.0,105.0,1431.0,10.0,32.929722--97.539719,0.9674479167,97.0
97,229.0,761.0,250.0,774.0,10.0,46.551701--119.645317-minmag1,0.966796875,98.0
98,106.0,1378.0,147.0,1389.0,10.0,37.0159--88.645897-minmag1,0.9661458333333334,99.0
99,1003.0,1468.0,1079.0,1481.0,5.0,33.539501--116.591904,0.965234375,100.0
100,119.0,1363.0,152.0,1384.0,5.0,47.749191--124.175438,0.96484375,101.0
101,629.0,112.0,645.0,123.0,10.0,37.205967--97.9133,0.96484375,102.0
102,174.0,1307.0,174.0,1362.0,5.0,-30.8389--70.689102,0.9641927083333334,103.0
103,918.0,806.0,954.0,838.0,10.0,37.226719--97.970947-minmag1,0.9620535714285714,104.0
104,569.0,1401.0,620.0,1428.0,10.0,47.344372--124.28746,0.9619140625,105.0
105,825.0,898.0,859.0,933.0,5.0,37.226719--97.970947,0.9614955357,106.0
106,119.0,1110.0,165.0,1115.0,10.0,32.9114--117.061897-minmag1,0.96015625,107.0
107,154.0,1072.0,201.0,1079.0,10.0,47.762299--127.757896,0.9578125,108.0
108,1061.0,1391.0,1111.0,1449.0,10.0,33.539799--116.591499,0.9578125,109.0
109,62.0,183.0,72.0,184.0,10.0,-22.6129-167.446503,0.95703125,110.0
110,874.0,1084.0,932.0,1116.0,10.0,37.10865--97.872276,0.9560546875,111.0
111,856.0,857.0,904.0,888.0,10.0,46.43774--119.355667,0.9559151785714286,112.0
112,919.0,1038.0,972.0,1076.0,10.0,37.10865--97.872276-minmag1,0.95556640625,113.0
113,118.0,1103.0,173.0,1107.0,10.0,-33.451778--70.530807,0.95390625,114.0
114,101.0,1364.0,163.0,1373.0,10.0,38.3489--115.585403-minmag1,0.9537760416666666,115.0
115,101.0,1363.0,163.0,1373.0,10.0,45.454971--123.830704,0.953125,116.0
116,196.0,1511.0,270.0,1522.0,10.0,47.534698--123.089401-minmag1,0.9525669642857144,117.0
117,884.0,90.0,902.0,122.0,10.0,32.004799--115.947998,0.951171875,118.0
118,961.0,1474.0,1043.0,1517.0,10.0,33.539501--116.591904-minmag1,0.951171875,119.0
119,315.0,1144.0,359.0,1177.0,10.0,47.539661--124.251381-minmag1,0.9498697916666666,120.0
120,262.0,1440.0,343.0,1449.0,5.0,41.958199--119.790497,0.9497767857,121.0
121,128.0,115.0,138.0,118.0,10.0,-20.7771-167.240204,0.94921875,122.0
122,144.0,99.0,148.0,108.0,10.0,39.721161--111.824799,0.94921875,123.0
123,897.0,1288.0,976.0,1328.0,10.0,33.607101--116.699799-minmag1,0.9483506944444444,124.0
124,94.0,1362.0,157.0,1379.0,10.0,42.836498--124.5634,0.9479166667,125.0
125,117.0,611.0,125.0,643.0,5.0,15.855--61.635399,0.9479166666666666,126.0
126,743.0,1317.0,843.0,1333.0,5.0,37.351501--121.925262,0.9466911765,127.0
127,969.0,968.0,1026.0,1022.0,10.0,34.238831--117.658531,0.94580078125,128.0
128,118.0,124.0,125.0,131.0,10.0,36.32098--119.382263,0.9453125,129.0
129,1026.0,184.0,1065.0,215.0,5.0,33.539299--116.592598,0.9453125,130.0
130,873.0,820.0,927.0,865.0,10.0,33.607498--116.699303-minmag1,0.9447544642857144,131.0
131,34.0,690.0,71.0,697.0,10.0,42.442001--124.4133-minmag1,0.9427083333333334,132.0
132,924.0,1487.0,1021.0,1539.0,10.0,44.3951--110.576202,0.941796875,133.0
133,124.0,358.0,141.0,371.0,10.0,36.574001--89.584999,0.94140625,136.0
134,926.0,520.0,963.0,573.0,10.0,37.297382--97.998001,0.94140625,134.0
135,802.0,1367.0,894.0,1410.0,10.0,35.65205--97.371117,0.94140625,135.0
136,793.0,893.0,843.0,949.0,10.0,46.5578--119.5345,0.9408482143,137.0
137,423.0,1502.0,502.0,1546.0,10.0,46.556599--122.567299,0.9399414063,138.0
138,45.0,1158.0,117.0,1163.0,10.0,14.84108--61.163799-minmag1,0.93984375,139.0
139,308.0,1495.0,396.0,1524.0,5.0,46.925701--123.916,0.9390625,140.0
140,66.0,1375.0,131.0,1405.0,10.0,47.5751--122.417603,0.9381510416666666,141.0
141,77.0,1364.0,153.0,1383.0,10.0,42.076698--124.293404-minmag1,0.9381510416666666,142.0
142,839.0,1082.0,934.0,1114.0,10.0,33.609402--116.697197-minmag1,0.93798828125,143.0
143,114.0,606.0,136.0,632.0,10.0,46.36322--119.277473-minmag1,0.9375,144.0
144,244.0,1433.0,327.0,1465.0,5.0,19.164518--155.749054,0.9358258929,145.0
145,377.0,1300.0,437.0,1355.0,5.0,15.318176--91.502541,0.9358258928571428,146.0
146,52.0,905.0,97.0,927.0,10.0,44.295071--122.040871,0.9345703125,147.0
147,185.0,531.0,215.0,553.0,10.0,15.438--61.421001,0.9322916666666666,148.0
148,860.0,1287.0,953.0,1351.0,10.0,33.606899--116.699997-minmag1,0.9318576388888888,149.0
149,203.0,749.0,242.0,782.0,10.0,46.5578--119.5345-minmag1,0.9296875,150.0
150,159.0,793.0,212.0,812.0,10.0,17.552-120.455002,0.9296875,151.0
151,889.0,1250.0,988.0,1316.0,10.0,32.302898--115.075996-minmag1,0.9283854166666666,152.0
152,896.0,1361.0,1020.0,1412.0,5.0,32.302898--115.075996,0.9280427632,153.0
153,714.0,471.0,809.0,471.0,5.0,19.372066--155.45723,0.92578125,154.0
154,134.0,814.0,208.0,816.0,10.0,-33.493599--70.510201,0.92578125,155.0
155,71.0,1350.0,169.0,1367.0,10.0,46.925701--123.916-minmag1,0.9251302083333334,156.0
156,87.0,860.0,136.0,888.0,10.0,37.815014--87.592155,0.9248046875,157.0
157,550.0,1341.0,630.0,1418.0,5.0,14.524621--91.694939,0.92333984375,158.0
158,966.0,924.0,1054.0,994.0,10.0,33.6078--116.698997-minmag1,0.9228515625,159.0
159,935.0,1191.0,1056.0,1248.0,10.0,33.607201--116.6996-minmag1,0.9227430555555556,160.0
160,90.0,1327.0,168.0,1368.0,10.0,39.426399--120.311897,0.9225260416666666,161.0
161,301.0,878.0,371.0,909.0,10.0,33.607899--116.698898-minmag1,0.92109375,162.0
162,786.0,628.0,843.0,693.0,5.0,33.292229--115.977844,0.9205729167,163.0
163,882.0,1238.0,998.0,1306.0,10.0,33.606701--116.700203-minmag1,0.9201388888888888,164.0
164,93.0,1320.0,189.0,1347.0,10.0,48.7201--122.706299,0.919921875,165.0
165,283.0,1365.0,374.0,1418.0,5.0,28.2502--16.5082,0.9196428571,166.0
166,738.0,1380.0,858.0,1446.0,5.0,19.68466--155.835693,0.9192708333,167.0
167,733.0,1149.0,898.0,1150.0,5.0,Puerto,0.9189453125,168.0
168,36.0,1492.0,156.0,1508.0,5.0,45.4865--123.978104,0.9182692308,169.0
169,827.0,817.0,917.0,875.0,10.0,33.607399--116.699501-minmag1,0.9174107142857144,170.0
170,269.0,1374.0,358.0,1434.0,10.0,47.21278--124.204506,0.9168526786,171.0
171,25.0,679.0,80.0,688.0,10.0,59.4296--146.339905-minmag1,0.9166666666666666,172.0
172,906.0,1440.0,1036.0,1524.0,10.0,33.6063--116.7005-minmag1,0.91640625,173.0
173,805.0,836.0,905.0,887.0,10.0,33.608002--116.6987-minmag1,0.9157366071428572,174.0
174,62.0,1343.0,160.0,1376.0,10.0,43.090302--124.409302,0.9147135417,175.0
175,850.0,1254.0,984.0,1320.0,10.0,33.608299--116.698402-minmag1,0.9131944444444444,176.0
176,95.0,837.0,159.0,865.0,10.0,35.153831--90.090561,0.91015625,177.0
177,838.0,1486.0,1044.0,1516.0,5.0,19.485115--155.597137,0.9078125,178.0
178,89.0,1304.0,212.0,1324.0,10.0,14.559928--89.341362,0.9069010416666666,179.0
179,68.0,164.0,69.0,187.0,10.0,-34.496052--71.961197,0.90625,180.0
180,828.0,909.0,980.0,940.0,5.0,19.504322--155.702744,0.9046875,181.0
181,66.0,860.0,151.0,873.0,10.0,16.916298--89.866737,0.904296875,182.0
182,459.0,1387.0,631.0,1417.0,5.0,35.953548--96.772636,0.9013671875,183.0
183,332.0,704.0,383.0,769.0,10.0,AlaskaQuakes,0.8993055555555556,184.0
184,76.0,1305.0,201.0,1335.0,10.0,46.952473--124.159492,0.8990885417,185.0
185,33.0,1116.0,156.0,1124.0,10.0,35.602001--90.300003,0.89765625,186.0
186,279.0,179.0,308.0,204.0,10.0,-32.578602--71.452797,0.89453125,187.0
187,13.0,1358.0,176.0,1360.0,10.0,36.07--91.153999,0.892578125,188.0
188,90.0,1267.0,96.0,1440.0,5.0,16.066957--61.611076,0.8834635416666666,189.0
189,19.0,1110.0,163.0,1117.0,10.0,35.555--90.656998,0.88203125,190.0
190,940.0,1313.0,1134.0,1426.0,5.0,61.142601--150.2164,0.880078125,191.0
191,311.0,1037.0,437.0,1099.0,5.0,32.457901--114.704903,0.8776041667,192.0
192,209.0,1363.0,387.0,1405.0,10.0,47.534698--123.089401,0.8772321429000001,193.0
193,63.0,1281.0,232.0,1304.0,10.0,14.84108--61.163799,0.875,194.0
194,13.0,883.0,133.0,891.0,10.0,33.423874--115.686996,0.875,195.0
195,513.0,1277.0,670.0,1378.0,5.0,35.97084--96.80481,0.8740234375,196.0
196,191.0,1374.0,382.0,1410.0,10.0,45.885201--121.459702,0.8733258929000001,197.0
197,95.0,351.0,147.0,365.0,10.0,35.230999--89.983002,0.87109375,198.0
198,171.0,1158.0,230.0,1306.0,5.0,California,0.865234375,199.0
199,35.0,1072.0,196.0,1084.0,10.0,43.701279--124.107513,0.86484375,200.0
200,727.0,1148.0,878.0,1298.0,5.0,60.858398--148.333405,0.8616727941,201.0
201,142.0,78.0,178.0,78.0,5.0,15.94935--61.28223,0.859375,202.0
202,29.0,188.0,63.0,193.0,10.0,12.4868--61.426998,0.84765625,203.0
203,707.0,1028.0,1007.0,1041.0,10.0,32.840736--117.249695,0.8471679688,204.0
204,123.0,1173.0,155.0,1381.0,5.0,45.309509--123.822891,0.84375,205.0
205,227.0,1275.0,419.0,1373.0,10.0,48.370701--124.589104,0.8381696429000001,206.0
206,274.0,365.0,363.0,405.0,10.0,12.146833--86.247169-minmag1,0.83203125,207.0
207,318.0,1360.0,614.0,1434.0,10.0,48.264099--122.096001,0.8193359375,208.0
208,2.0,1239.0,295.0,1241.0,10.0,40.706799--119.467697,0.8079427083,209.0
209,819.0,628.0,958.0,834.0,10.0,38.02515--122.096146,0.8074776786,210.0
210,676.0,1382.0,1036.0,1524.0,10.0,39.207699--120.125999,0.80390625,211.0
211,215.0,595.0,332.0,692.0,10.0,CostaQuakes,0.791015625,212.0
212,898.0,717.0,1038.0,1010.0,10.0,33.274811--115.52137,0.7885742188,213.0
213,562.0,445.0,721.0,559.0,10.0,38.428562--122.767387-minmag1,0.78671875,214.0
214,49.0,1359.0,407.0,1385.0,10.0,39.0131--119.937599,0.7857142857142857,215.0
215,396.0,602.0,635.0,645.0,10.0,33.292229--115.977844-minmag1,0.7796875,216.0
216,483.0,912.0,800.0,992.0,10.0,32.840736--117.249695-minmag1,0.7784598214285714,217.0
217,829.0,148.0,889.0,391.0,5.0,37.471775--122.35714,0.76328125,218.0
218,849.0,488.0,957.0,835.0,10.0,33.059166--116.569328,0.74609375,219.0
219,663.0,640.0,983.0,809.0,10.0,33.042236--116.917252,0.7271205356999999,220.0
220,172.0,569.0,319.0,705.0,10.0,38.559807--122.65844,0.7236328125,221.0
221,783.0,139.0,925.0,355.0,10.0,37.863895--122.219063,0.7203125,222.0
222,671.0,251.0,869.0,411.0,10.0,37.863895--122.219063-minmag1,0.7203125,223.0
223,46.0,594.0,182.0,714.0,10.0,UtahQuakes,0.7142857142857143,224.0
224,574.0,334.0,945.0,335.0,5.0,19.698593--155.02449,0.709375,225.0
225,463.0,1144.0,944.0,1360.0,10.0,36.724602--116.975899,0.6974826388888888,226.0
226,11.0,1407.0,628.0,1420.0,10.0,37.368--117.972198,0.6923828125,227.0
227,51.0,1317.0,678.0,1370.0,10.0,37.947201--114.491402,0.66796875,228.0
228,630.0,211.0,807.0,473.0,5.0,38.259876--122.607452,0.65703125,229.0
229,159.0,1333.0,828.0,1476.0,10.0,32.759655--115.732071-minmag1,0.6475694444444444,230.0
230,845.0,801.0,1102.0,1458.0,10.0,32.759655--115.732071,0.64296875,231.0
231,131.0,33.0,164.0,92.0,10.0,35.526001--90.442001,0.640625,232.0
232,745.0,68.0,817.0,463.0,10.0,38.263695--122.503441,0.63515625,233.0
233,546.0,409.0,794.0,742.0,10.0,33.260193--116.322289-minmag1,0.6217447916666666,234.0
234,560.0,538.0,888.0,904.0,10.0,32.829922--116.6418,0.6127232143,235.0
235,547.0,377.0,860.0,676.0,5.0,32.618412--116.590866,0.6015625,236.0
236,442.0,593.0,852.0,940.0,5.0,37.914547--122.376755,0.5775669643,237.0
237,758.0,240.0,945.0,847.0,10.0,33.537292--116.592529,0.5569196429,238.0
238,142.0,807.0,823.0,969.0,10.0,33.357243--116.85955-minmag1,0.5295758928571429,239.0
